"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-0", "2850", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-0", "2851", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-0", "2852", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-0", "2853", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-0", "2854", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-0", "2855", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-0", "2856", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-0", "2857", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-0", "2858", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-0", "2859", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-0", "2860", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-1", "2861", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-0", "2862", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-1", "2863", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-1", "2864", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-1", "2865", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-1", "2866", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-1", "2867", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-1", "2868", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-1", "2869", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-1", "2870", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-1", "2871", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-1", "2872", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-1", "2873", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-1", "2874", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-5", "2875", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-1", "2876", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-5", "2877", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-5", "2878", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-5", "2879", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-5", "2880", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-5", "2881", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-5", "2882", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-5", "2883", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-5", "2884", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-5", "2885", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-5", "2886", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-5", "2887", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-6", "2888", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-5", "2889", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-6", "2890", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-6", "2891", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-6", "2892", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-6", "2893", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-6", "2894", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-6", "2895", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-6", "2896", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-6", "2897", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-6", "2898", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-6", "2899", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-6", "2900", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-7", "2901", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-6", "2902", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-7", "2903", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-7", "2904", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-7", "2905", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-7", "2906", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-7", "2907", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-7", "2908", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-7", "2909", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-7", "2910", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-7", "2911", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-3", "2912", "RW_Semaphore.java:81", "Line Step", " file=RW_Semaphore.java, line=81"
"Thread-7", "2913", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-3", "2914", "RW_Semaphore.java:81", "Field Read", " context=Writer:4, d"
"Thread-7", "2915", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-8", "2916", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-3", "2917", "RW_Semaphore.java:81", "Method Call", " caller=Writer:4#run:4, target=Database:1#done_write:14"
"Thread-3", "2918", "RW_Semaphore.java:170", "Method Entered", " "
"Thread-3", "2919", "RW_Semaphore.java:174", "Line Step", " file=RW_Semaphore.java, line=174"
"Thread-7", "2920", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-8", "2921", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-3", "2922", "RW_Semaphore.java:174", "Field Read", " context=Database:1, s"
"Thread-8", "2923", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-8", "2924", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-8", "2925", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-8", "2926", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-8", "2927", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-8", "2928", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-8", "2929", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-8", "2930", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-8", "2931", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-8", "2932", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-9", "2933", "RW_Semaphore.java:114", "Line Step", " file=RW_Semaphore.java, line=114"
"Thread-8", "2934", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-9", "2935", "RW_Semaphore.java:117", "Line Step", " file=RW_Semaphore.java, line=117"
"Thread-9", "2936", "RW_Semaphore.java:117", "Field Read", " context=Database:1, wr"
"Thread-9", "2937", "RW_Semaphore.java:117", "Field Write", " context=Database:1, wr=4"
"Thread-9", "2938", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-9", "2939", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-9", "2940", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-9", "2941", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-9", "2942", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-9", "2943", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-9", "2944", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-9", "2945", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-2", "2946", "RW_Semaphore.java:150", "Line Step", " file=RW_Semaphore.java, line=150"
"Thread-9", "2947", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-2", "2948", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-2", "2949", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-2", "2950", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-2", "2951", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-2", "2952", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-2", "2953", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=4"
"Thread-2", "2954", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-2", "2955", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-2", "2956", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-3", "2957", "RW_Semaphore.java:175", "Line Step", " file=RW_Semaphore.java, line=175"
"Thread-2", "2958", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-3", "2959", "RW_Semaphore.java:179", "Line Step", " file=RW_Semaphore.java, line=179"
"Thread-3", "2960", "RW_Semaphore.java:179", "Field Write", " context=Database:1, w=0"
"Thread-3", "2961", "RW_Semaphore.java:181", "Line Step", " file=RW_Semaphore.java, line=181"
"Thread-3", "2962", "RW_Semaphore.java:181", "Field Read", " context=Database:1, sw"
"Thread-3", "2963", "RW_Semaphore.java:181", "Variable Write", " context=Database:1#done_write:14, len=4"
"Thread-3", "2964", "RW_Semaphore.java:182", "Line Step", " file=RW_Semaphore.java, line=182"
"Thread-3", "2965", "RW_Semaphore.java:182", "Field Read", " context=Database:1, sw"
"Thread-3", "2966", "RW_Semaphore.java:183", "Line Step", " file=RW_Semaphore.java, line=183"
"Thread-4", "2967", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-0", "2968", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-1", "2969", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-2", "2970", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-3", "2971", "RW_Semaphore.java:183", "Field Read", " context=Database:1, sr"
"Thread-4", "2972", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-0", "2973", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-1", "2974", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-2", "2975", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-3", "2976", "RW_Semaphore.java:183", "Variable Write", " context=Database:1#done_write:14, len1=5"
"Thread-3", "2977", "RW_Semaphore.java:184", "Line Step", " file=RW_Semaphore.java, line=184"
"Thread-3", "2978", "RW_Semaphore.java:184", "Field Read", " context=Database:1, sr"
"Thread-3", "2979", "RW_Semaphore.java:186", "Line Step", " file=RW_Semaphore.java, line=186"
"Thread-5", "2980", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-6", "2981", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-7", "2982", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-8", "2983", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-9", "2984", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-3", "2985", "RW_Semaphore.java:186", "Field Read", " context=Database:1, s"
"Thread-5", "2986", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-6", "2987", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-7", "2988", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-8", "2989", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-9", "2990", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-3", "2991", "RW_Semaphore.java:187", "Line Step", " file=RW_Semaphore.java, line=187"
"Thread-4", "2992", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-3", "2993", "RW_Semaphore.java:187", "Method Exit", " returner=Database:1#done_write:14, value=<void>"
"Thread-4", "2994", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-3", "2995", "RW_Semaphore.java:81", "Method Returned", " "
"Thread-3", "2996", "RW_Semaphore.java:76", "Line Step", " file=RW_Semaphore.java, line=76"
"Thread-4", "2997", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-3", "2998", "RW_Semaphore.java:76", "Variable Write", " context=Writer:4#run:4, i=3"
"Thread-3", "2999", "RW_Semaphore.java:77", "Line Step", " file=RW_Semaphore.java, line=77"
"Thread-4", "3000", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=3"
"Thread-3", "3001", "RW_Semaphore.java:77", "Field Read", " context=Writer:4, d"
"Thread-4", "3002", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-3", "3003", "RW_Semaphore.java:77", "Method Call", " caller=Writer:4#run:4, target=Database:1#request_write:19"
"Thread-3", "3004", "RW_Semaphore.java:140", "Method Entered", " "
"Thread-3", "3005", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-4", "3006", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-3", "3007", "RW_Semaphore.java:149", "Field Read", " context=Database:1, s"
"Thread-4", "3008", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-4", "3009", "RW_Semaphore.java:165", "Line Step", " file=RW_Semaphore.java, line=165"
"Thread-4", "3010", "RW_Semaphore.java:165", "Field Write", " context=Database:1, w=1"
"Thread-4", "3011", "RW_Semaphore.java:167", "Line Step", " file=RW_Semaphore.java, line=167"
"Thread-4", "3012", "RW_Semaphore.java:167", "Field Read", " context=Database:1, s"
"Thread-4", "3013", "RW_Semaphore.java:168", "Line Step", " file=RW_Semaphore.java, line=168"
"Thread-0", "3014", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-4", "3015", "RW_Semaphore.java:168", "Method Exit", " returner=Database:1#request_write:15, value=<void>"
"Thread-0", "3016", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-4", "3017", "RW_Semaphore.java:77", "Method Returned", " "
"Thread-4", "3018", "RW_Semaphore.java:78", "Line Step", " file=RW_Semaphore.java, line=78"
"Thread-0", "3019", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-4", "3020", "RW_Semaphore.java:78", "Field Read", " context=Writer:5, d"
"Thread-0", "3021", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-4", "3022", "RW_Semaphore.java:78", "Field Read", " context=Writer:5, x"
"Thread-0", "3023", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-4", "3024", "RW_Semaphore.java:78", "Method Call", " caller=Writer:5#run:5, target=Database:1#write:15"
"Thread-4", "3025", "RW_Semaphore.java:193", "Method Entered", " "
"Thread-4", "3026", "RW_Semaphore.java:193", "Variable Write", " context=Database:1#write:15, x=10000"
"Thread-4", "3027", "RW_Semaphore.java:194", "Line Step", " file=RW_Semaphore.java, line=194"
"Thread-0", "3028", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-4", "3029", "RW_Semaphore.java:194", "Field Read", " context=Database:1, data"
"Thread-0", "3030", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-4", "3031", "RW_Semaphore.java:194", "Field Write", " context=Database:1, data=33333"
"Thread-0", "3032", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-4", "3033", "RW_Semaphore.java:195", "Line Step", " file=RW_Semaphore.java, line=195"
"Thread-0", "3034", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-4", "3035", "RW_Semaphore.java:195", "Method Exit", " returner=Database:1#write:15, value=<void>"
"Thread-0", "3036", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-4", "3037", "RW_Semaphore.java:78", "Method Returned", " "
"Thread-4", "3038", "RW_Semaphore.java:79", "Line Step", " file=RW_Semaphore.java, line=79"
"Thread-0", "3039", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-0", "3040", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-0", "3041", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-1", "3042", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-0", "3043", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-1", "3044", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-1", "3045", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-1", "3046", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-1", "3047", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-1", "3048", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-1", "3049", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-1", "3050", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
